num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2025S079504;07/07/2025;22:35:00;CALL. ALVERJA, 11;11;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;435874;4472636;N;
2025S079616;08/07/2025;10:00:00;ARRY. ANTEQUINA, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;436017;4477239;N;
2025S079812;08/07/2025;19:30:00;CALL. SIMANCAS / CALL. NARDO;10;6;TETUÁN;Colisión fronto-lateral;Se desconoce;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441244;4479723;N;
2025S079877;09/07/2025;0:05:00;CALL. DOCTOR SALGADO / CALL. SIERRA DE LOS FILABRES;12;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;;;443610;4472088;N;
2025S080032;09/07/2025;16:15:00;PASEO. YESERIAS / CALL. ARGANDA;29;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439781;4472270;N;
2025S080032;09/07/2025;16:15:00;PASEO. YESERIAS / CALL. ARGANDA;29;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439781;4472270;N;
2025S080122;09/07/2025;19:15:00;CALL. SIGUERO, 42;42;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437329;4481342;N;
2025S080122;09/07/2025;19:15:00;CALL. SIGUERO, 42;42;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Peatón;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437329;4481342;N;
2025S080135;09/07/2025;20:43:00;CALL. JOSE ABASCAL / PLAZA. DOCTOR MARAÑON;63;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;441367;4476609;N;
2025S080274;10/07/2025;8:20:00;CALL. FORTUNY, 8;8;7;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;441394;4475702;N;
2025S080503;10/07/2025;21:25:00;CALL. DOCTOR ESQUERDO / CALL. ALCALDE SAINZ DE BARANDA;60;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;443197;4474170;N;
2025S080513;10/07/2025;20:40:00;CALL. MOZART, 2;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438817;4474885;N;
2025S080615;11/07/2025;7:36:00;CALL. EMBAJADORES / CALL. SANTA CATALINA;458;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;442636;4468954;N;
2025S080716;11/07/2025;10:36:00;PASEO. EXTREMADURA, 575;575;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;432062;4471271;N;
2025S080716;11/07/2025;10:36:00;PASEO. EXTREMADURA, 575;575;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;2;Ingreso inferior o igual a 24 horas;432062;4471271;N;
2025S080730;11/07/2025;13:48:00;PASEO. YESERIAS / CALL. MELILLA;11;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439646;4472362;N;
2025S080756;11/07/2025;15:05:00;CALL. BATALLA DEL SALADO, 22;22;2;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;;;440928;4472517;N;
2025S080778;11/07/2025;17:15:00;CALL. MENDEZ ALVARO, 72;72;2;ARGANZUELA;Colisión fronto-lateral;;Bicicleta;Conductor;De 21 a 24 años;Mujer;14;Sin asistencia sanitaria;442506;4471593;N;
2025S080778;11/07/2025;17:15:00;CALL. MENDEZ ALVARO, 72;72;2;ARGANZUELA;Colisión fronto-lateral;;Bicicleta;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;442506;4471593;N;
2025S080807;11/07/2025;17:25:00;CALL. VALDERRIBAS / CALL. CATALINA SUAREZ;1;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;443063;4472629;N;
2025S080832;11/07/2025;18:05:00;AVDA. MONTE IGUELDO, 22;22;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;443263;4471920;N;
2025S081056;11/07/2025;22:15:00;CALL. ALCALA / IDB. PUENTE DE VENTAS;251;15;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444003;4475864;N;
2025S081379;13/07/2025;11:12:00;RONDA. TOLEDO / PASEO. OLMOS;2;2;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;439647;4473115;N;
2025S081496;14/07/2025;3:38:00;CALL. ROMERO ROBLEDO, 5;5;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;438983;4476001;N;
2025S081612;14/07/2025;10:45:00;CALL. O'DONNELL / CALL. SALIENTE;66;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443501;4474610;N;
2025S081711;14/07/2025;14:42:00;CALL. CARABELA / CALL. LA RIOJA;33;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;449854;4478610;N;
2025S081732;14/07/2025;17:00:00;CALL. PICO DE LA MALICIOSA / CALL. RISCO DE PELOCHE;8;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444228;4471672;S;
2025S081958;15/07/2025;6:09:00;PASEO. REPUBLICA DE CUBA, 2;2;3;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442018;4473853;N;
2025S081958;15/07/2025;6:09:00;PASEO. REPUBLICA DE CUBA, 2;2;3;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;442018;4473853;N;
2025S082161;15/07/2025;14:35:00;CALL. FRANCISCO SILVELA / CALL. GENERAL ORAA;71;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442674;4476345;N;
2025S082299;15/07/2025;20:10:00;AVDA. SANTO DOMINGO DE LA CALZADA / CALL. SAUCEDA;1;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;443880;4483820;N;
2025S082448;15/07/2025;14:00:00;PASEO. EXTREMADURA, 575;575;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;432681;4469931;N;
2025S082462;16/07/2025;8:20:00;CALL. ALGECIRAS, 5;5;1;CENTRO;Atropello a animal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;;;439128;4473644;N;
2025S082673;16/07/2025;20:15:00;CALL. CANARIAS / CALL. VARA DE REY;84;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441498;4472567;N;
2025S082708;16/07/2025;22:45:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA;211;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;441936;4484287;N;
2025S082818;17/07/2025;9:15:00;AVDA. BRUSELAS / PLAZA. VENECIA;67;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443769;4476935;N;
2025S082972;17/07/2025;12:46:00;CALL. PARADOR DEL SOL / CALL. EDUARDO MARQUINA;20;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439712;4471547;N;
2025S083163;17/07/2025;21:25:00;PASEO. LA HABANA / AVDA. CONCHA ESPINA;60;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441868;4478141;N;
2025S083205;17/07/2025;22:30:00;CALL. BRAVO MURILLO / CALL. JUAN PANTOJA;133;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440337;4477945;N;
2025S083965;19/07/2025;14:38:00;PASEO. CASTELLANA / san juan de la cruz;62;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441332;4476920;S;
2025S083980;19/07/2025;18:40:00;CALL. ALFONSO XII / AVDA. CIUDAD DE BARCELONA;2;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;441559;4473120;N;
2025S084025;19/07/2025;22:24:00;AVDA. GUADALAJARA, 33;33;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;447267;4474447;N;
2025S084025;19/07/2025;22:24:00;AVDA. GUADALAJARA, 33;33;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;1;Atención en urgencias sin posterior ingreso;447267;4474447;N;
2025S084239;20/07/2025;18:58:00;CALL. MARTINEZ IZQUIERDO / CALL. VILLAFRANCA;60;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;443551;4476268;N;
2025S084507;20/07/2025;19:35:00;CALL. SIERRA DE CONTRAVIESA / CALL. MIGUEL DE LA ROCA;34;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;443001;4470481;N;
2025S085101;20/07/2025;6:25:00;LUGAR. SALON DE LOS PINOS, 0;0;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;;;438614;4474151;N;
2025S084418;21/07/2025;10:00:00;AVDA. VALLADOLID / PNTE. FRANCESES;83;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;;;437716;4476173;N;
2025S084485;21/07/2025;14:25:00;CALL. ALVERJA, 6;6;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;;;436068;4472802;N;
2025S084564;21/07/2025;18:35:00;AVDA. EURO, 11;11;11;CARABANCHEL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;436870;4468651;N;
2025S084564;21/07/2025;18:35:00;AVDA. EURO, 11;11;11;CARABANCHEL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Pasajero;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;436870;4468651;N;
2025S084650;21/07/2025;20:38:00;CTRA. RODAJOS, 2;2;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;433874;4473793;N;
2025S084881;22/07/2025;14:45:00;CALL. ALBERTO AGUILERA / CALL. BLASCO DE GARAY;44;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439590;4475759;N;
2025S084901;22/07/2025;15:55:00;CALL. FLORA, 3;3;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;;;439978;4474419;N;
2025S085010;22/07/2025;21:07:00;CALL. ANTONIO LOPEZ, 49;49;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439729;4471864;N;
2025S085123;23/07/2025;8:38:00;CTRA. ESTACION DE HORTALEZA / CALL. MANUEL CHAVES NOGALES;7;16;HORTALEZA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Hombre;1;Atención en urgencias sin posterior ingreso;444522;4480841;N;
2025S085174;23/07/2025;11:55:00;CALL. SAN GRACIANO / AVDA. MANZANARES;9;12;USERA;Atropello a persona;Nublado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440383;4471637;N;
2025S085174;23/07/2025;11:55:00;CALL. SAN GRACIANO / AVDA. MANZANARES;9;12;USERA;Atropello a persona;Nublado;Bicicleta;Peatón;Más de 74 años;Mujer;2;Ingreso inferior o igual a 24 horas;440383;4471637;N;
2025S085184;23/07/2025;12:43:00;CALL. DOCTOR CASTELO, 21;21;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;442570;4474642;N;
2025S085331;23/07/2025;19:13:00;PASEO. RUPERTO CHAPI / PASEO. CAMOENS Y VALERO;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;1;Atención en urgencias sin posterior ingreso;438335;4475860;N;
2025S085340;23/07/2025;20:05:00;AVDA. PAPA NEGRO, 3;3;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;446277;4477924;N;
2025S085347;23/07/2025;19:10:00;GTA. SAN VICENTE / PASEO. FLORIDA;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438860;4474616;N;
2025S085486;24/07/2025;2:50:00;CALL. ARTURO SORIA, 282;282;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443392;4480506;N;
2025S085498;24/07/2025;1:50:00;AVDA. PABLO NERUDA / AVDA. BUENOS AIRES;118;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444571;4470326;N;
2025S085569;24/07/2025;7:45:00;PASEO. DELICIAS, 100;100;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441060;4472016;N;
2025S085595;24/07/2025;8:55:00;CALL. JUAN ESPLANDIU, 7;7;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;443757;4474296;N;
2025S085696;24/07/2025;16:30:00;CALL. ALCALA, 267A;267A;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;444242;4475897;N;
2025S085731;24/07/2025;18:20:00;CALL. ALFONSO XII, 28;28;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441570;4474111;N;
2025S085773;24/07/2025;19:40:00;CUSTA. VEGA / PASEO. CIUDAD DE PLASENCIA;1;1;CENTRO;Colisión frontal;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439200;4474013;N;
2025S085839;24/07/2025;20:20:00;CALL. TRANSVERSAL SEXTA / CALL. RESINA;17;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;;;440597;4464980;N;
2025S085905;25/07/2025;2:07:00;PASEO. DELICIAS, 79;79;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441075;4472054;N;
2025S086005;25/07/2025;9:45:00;CTRA. CARABANCHEL A VILLAVERDE / CALL. VERDE VIENTO;82;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;14;Sin asistencia sanitaria;439168;4467419;N;
2025S086005;25/07/2025;9:45:00;CTRA. CARABANCHEL A VILLAVERDE / CALL. VERDE VIENTO;82;17;VILLAVERDE;Caída;Despejado;Bicicleta;Peatón;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;439168;4467419;N;
2025S086007;25/07/2025;10:00:00;CTRA. CIUDAD UNIVERSITARIA / CMNO. VALDEZA;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;435750;4475504;N;
2025S086007;25/07/2025;10:00:00;CTRA. CIUDAD UNIVERSITARIA / CMNO. VALDEZA;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;435750;4475504;N;
2025S086082;25/07/2025;18:30:00;CALL. JOSE DEL HIERRO / CALL. AVELLANA;57;15;CIUDAD LINEAL;Colisión fronto-lateral;;Bicicleta;Conductor;De 21 a 24 años;Hombre;;;445466;4476863;N;
2025S086291;26/07/2025;14:08:00;CALL. FRANCISCO SILVELA / PLAZA. MANUEL BECERRA;2;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;443256;4475534;N;
2025S086324;26/07/2025;20:03:00;CALL. BATALLA DEL SALADO / CALL. CACERES;36;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;440899;4472240;N;
2025S086339;26/07/2025;23:16:00;PASEO. ERMITA DEL SANTO, 2;2;10;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;438578;4473911;N;
2025S086339;26/07/2025;23:16:00;PASEO. ERMITA DEL SANTO, 2;2;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;Menor de 5 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438578;4473911;N;
2025S086552;27/07/2025;11:55:00;AVDA. POBLADOS / CALL. SALVADOR VICENTE MARTIN;110;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437911;4469448;N;
2025S086587;27/07/2025;22:00:00;CALL. APAREJADORES / PLZLA. HERRAMIENTA;6;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;1;Atención en urgencias sin posterior ingreso;447794;4475305;N;
2025S086596;27/07/2025;23:35:00;PASEO. GENERAL MARTINEZ CAMPOS, 13;13;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440941;4476281;N;
2025S086867;28/07/2025;18:00:00;AVDA. LA GAVIA / CALL. PUENTEDEY;4;18;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;447775;4468914;N;
2025S086907;28/07/2025;20:50:00;CALL. CARAMUEL / CALL. SEPULVEDA;98;10;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;438032;4473146;N;
2025S087177;29/07/2025;16:26:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. ALBASANZ;23B;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446125;4476156;N;
2025S087531;30/07/2025;14:45:00;CALL. PRINCIPE DE VERGARA / CALL. FRANCISCO SILVELA;108;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;442429;4476702;N;
2025S087544;30/07/2025;14:40:00;CALL. MENDEZ ALVARO, 34A;34A;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;;;441812;4472415;N;
2025S087656;30/07/2025;19:50:00;PASEO. PONTONES, 20B;20B;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Mujer;2;Ingreso inferior o igual a 24 horas;439075;4472884;N;
2025S088116;31/07/2025;19:45:00;CALL. AJOFRIN / AVDA. ARCENTALES;2;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;446976;4475221;N;
2025S088164;31/07/2025;5:15:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. CASTROPOL;63;20;SAN BLAS-CANILLEJAS;Solo salida de la vía;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;446471;4475520;S;
2025S088164;31/07/2025;5:15:00;CALL. HERMANOS GARCIA NOBLEJAS / CALL. CASTROPOL;63;20;SAN BLAS-CANILLEJAS;Solo salida de la vía;Despejado;Bicicleta EPAC (pedaleo asistido);Pasajero;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;446471;4475520;N;
2025S088245;01/08/2025;9:38:00;CALL. MAURICIO LEGENDRE, 16;16;5;CHAMARTÍN;Colisión lateral;;Bicicleta;Conductor;De 35 a 39 años;Mujer;;;441836;4480291;N;
2025S088703;02/08/2025;12:48:00;AVDA. BRUSELAS / CALL. BOLONIA;42;4;SALAMANCA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;443772;4476749;N;
2025S088783;02/08/2025;21:45:00;PASEO. FEDERICO GARCIA LORCA, 3;3;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447284;4470080;N;
2025S088816;02/08/2025;22:05:00;AVDA. MENENDEZ PELAYO / PLAZA. MARIANO DE CAVIA;20;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442353;4473121;N;
2025S089026;03/08/2025;10:50:00;EN EL INTERIOR DEL PARQUE MADRID RÍO;50;10;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;438640;4472927;N;
2025S089026;03/08/2025;10:50:00;EN EL INTERIOR DEL PARQUE MADRID RÍO;50;10;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438640;4472927;N;
2025S089037;03/08/2025;12:30:00;AVDA. POBLADOS, 84;84;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;;;436391;4469780;N;
2025S089037;03/08/2025;12:30:00;AVDA. POBLADOS, 84;84;11;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;De 70 a 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436391;4469780;N;
2025S089047;03/08/2025;14:42:00;PNTE. REJILLAS, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;433728;4474446;N;
2025S089110;03/08/2025;19:30:00;CALL. JOSE ORTEGA Y GASSET / PASEO. CASTELLANA;1;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441636;4475775;N;
2025S089121;03/08/2025;21:40:00;RONDA. SUR / CALL. MUDELA;49;13;PUENTE DE VALLECAS;Despeñamiento;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;442342;4469974;N;
2025S089404;04/08/2025;19:05:00;CALL. OFELIA NIETO, 42;42;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;439851;4479108;N;
2025S089543;04/08/2025;23:50:00;CALL. ALCALA, 508;508;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446916;4476918;N;
2025S089564;04/08/2025;22:30:00;AVDA. CIUDAD DE BARCELONA, 8;8;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;;;441915;4472976;N;
2025S089896;06/08/2025;6:49:00;PASEO. MELANCOLICOS, 32;32;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439124;4472551;N;
